regiao;estado;data;casosAcumulados;obitosAcumulados
Norte;RO;2020-05-01;585;18
Norte;AC;2020-05-01;486;19
Norte;AM;2020-05-01;5723;476
Norte;RR;2020-05-01;602;8
Norte;PA;2020-05-01;3176;235
Norte;AP;2020-05-01;1121;37
Norte;TO;2020-05-01;164;3
Nordeste;MA;2020-05-01;3506;204
Nordeste;PI;2020-05-01;600;24
Nordeste;CE;2020-05-01;7879;505
Nordeste;RN;2020-05-01;1297;56
Nordeste;PB;2020-05-01;926;67
Nordeste;PE;2020-05-01;7334;603
Nordeste;AL;2020-05-01;1226;53
Nordeste;SE;2020-05-01;517;14
Nordeste;BA;2020-05-01;3085;117
Sudeste;MG;2020-05-01;1935;88
Sudeste;ES;2020-05-01;2662;96
Sudeste;RJ;2020-05-01;10166;921
Sudeste;SP;2020-05-01;30374;2511
Sul;PR;2020-05-01;1447;89
Sul;SC;2020-05-01;2394;48
Sul;RS;2020-05-01;1529;58
Centro-Oeste;MS;2020-05-01;261;9
Centro-Oeste;MT;2020-05-01;320;11
Centro-Oeste;GO;2020-05-01;808;29
Centro-Oeste;DF;2020-05-01;1466;30
EUA;NY;2020-05-01;308345;18610
Norte;RO;2020-04-30;502;16
Norte;AC;2020-04-30;404;19
Norte;AM;2020-04-30;5254;425
Norte;RR;2020-04-30;519;7
Norte;PA;2020-04-30;2876;208
Norte;AP;2020-04-30;1080;34
Norte;TO;2020-04-30;137;3
Nordeste;MA;2020-04-30;3190;184
Nordeste;PI;2020-04-30;513;24
Nordeste;CE;2020-04-30;7606;482
Nordeste;RN;2020-04-30;1177;56
Nordeste;PB;2020-04-30;814;62
Nordeste;PE;2020-04-30;6876;565
Nordeste;AL;2020-04-30;1044;47
Nordeste;SE;2020-04-30;447;12
Nordeste;BA;2020-04-30;2851;104
Sudeste;MG;2020-04-30;1827;82
Sudeste;ES;2020-04-30;2465;83
Sudeste;RJ;2020-04-30;9453;854
Sudeste;SP;2020-04-30;28698;2375
Sul;PR;2020-04-30;1407;83
Sul;SC;2020-04-30;2085;46
Sul;RS;2020-04-30;1466;51
Centro-Oeste;MS;2020-04-30;255;9
Centro-Oeste;MT;2020-04-30;297;11
Centro-Oeste;GO;2020-04-30;781;29
Centro-Oeste;DF;2020-04-30;1356;30
EUA;NY;2020-04-30;304401;18321
Norte;RO;2020-04-29;433;15
Norte;AC;2020-04-29;354;17
Norte;AM;2020-04-29;4801;380
Norte;RR;2020-04-29;452;6
Norte;PA;2020-04-29;2422;137
Norte;AP;2020-04-29;1016;31
Norte;TO;2020-04-29;116;3
Nordeste;MA;2020-04-29;2804;166
Nordeste;PI;2020-04-29;454;24
Nordeste;CE;2020-04-29;7267;441
Nordeste;RN;2020-04-29;1086;53
Nordeste;PB;2020-04-29;699;58
Nordeste;PE;2020-04-29;6194;538
Nordeste;AL;2020-04-29;957;41
Nordeste;SE;2020-04-29;337;12
Nordeste;BA;2020-04-29;2646;96
Sudeste;MG;2020-04-29;1758;80
Sudeste;ES;2020-04-29;2107;76
Sudeste;RJ;2020-04-29;8869;794
Sudeste;SP;2020-04-29;26158;2247
Sul;PR;2020-04-29;1348;82
Sul;SC;2020-04-29;1995;44
Sul;RS;2020-04-29;1368;50
Centro-Oeste;MS;2020-04-29;249;9
Centro-Oeste;MT;2020-04-29;292;11
Centro-Oeste;GO;2020-04-29;705;27
Centro-Oeste;DF;2020-04-29;1275;28
EUA;NY;2020-04-29;299722;18015
Norte;RO;2020-04-28;413;11
Norte;AC;2020-04-28;311;16
Norte;AM;2020-04-28;4337;351
Norte;RR;2020-04-28;425;6
Norte;PA;2020-04-28;2262;129
Norte;AP;2020-04-28;918;28
Norte;TO;2020-04-28;79;2
Nordeste;MA;2020-04-28;2528;145
Nordeste;PI;2020-04-28;408;21
Nordeste;CE;2020-04-28;6918;403
Nordeste;RN;2020-04-28;857;48
Nordeste;PB;2020-04-28;633;53
Nordeste;PE;2020-04-28;5724;508
Nordeste;AL;2020-04-28;777;36
Nordeste;SE;2020-04-28;280;11
Nordeste;BA;2020-04-28;2540;86
Sudeste;MG;2020-04-28;1649;71
Sudeste;ES;2020-04-28;1874;64
Sudeste;RJ;2020-04-28;8504;738
Sudeste;SP;2020-04-28;24041;2049
Sul;PR;2020-04-28;1271;77
Sul;SC;2020-04-28;1476;44
Sul;RS;2020-04-28;1286;45
Centro-Oeste;MS;2020-04-28;240;9
Centro-Oeste;MT;2020-04-28;261;11
Centro-Oeste;GO;2020-04-28;661;27
Centro-Oeste;DF;2020-04-28;1213;28
EUA;NY;2020-04-28;295137;17638
Norte;RO;2020-04-27;393;10
Norte;AC;2020-04-27;279;14
Norte;AM;2020-04-27;3928;320
Norte;RR;2020-04-27;407;4
Norte;PA;2020-04-27;2128;114
Norte;AP;2020-04-27;842;26
Norte;TO;2020-04-27;67;2
Nordeste;MA;2020-04-27;2410;125
Nordeste;PI;2020-04-27;364;20
Nordeste;CE;2020-04-27;6726;390
Nordeste;RN;2020-04-27;832;45
Nordeste;PB;2020-04-27;543;50
Nordeste;PE;2020-04-27;5358;450
Nordeste;AL;2020-04-27;643;34
Nordeste;SE;2020-04-27;197;10
Nordeste;BA;2020-04-27;2354;76
Sudeste;MG;2020-04-27;1586;62
Sudeste;ES;2020-04-27;1796;57
Sudeste;RJ;2020-04-27;7944;677
Sudeste;SP;2020-04-27;21696;1825
Sul;PR;2020-04-27;1186;75
Sul;SC;2020-04-27;1337;43
Sul;RS;2020-04-27;1228;42
Centro-Oeste;MS;2020-04-27;238;9
Centro-Oeste;MT;2020-04-27;257;10
Centro-Oeste;GO;2020-04-27;616;26
Centro-Oeste;DF;2020-04-27;1146;27
EUA;NY;2020-04-27;292027;17303
Norte;RO;2020-04-26;364;10
Norte;AC;2020-04-26;279;11
Norte;AM;2020-04-26;3833;304
Norte;RR;2020-04-26;401;4
Norte;PA;2020-04-26;1867;100
Norte;AP;2020-04-26;798;21
Norte;TO;2020-04-26;58;2
Nordeste;MA;2020-04-26;2223;112
Nordeste;PI;2020-04-26;331;18
Nordeste;CE;2020-04-26;5833;327
Nordeste;RN;2020-04-26;825;44
Nordeste;PB;2020-04-26;499;49
Nordeste;PE;2020-04-26;4898;415
Nordeste;AL;2020-04-26;554;32
Nordeste;SE;2020-04-26;159;9
Nordeste;BA;2020-04-26;2209;73
Sudeste;MG;2020-04-26;1548;61
Sudeste;ES;2020-04-26;1703;51
Sudeste;RJ;2020-04-26;7111;645
Sudeste;SP;2020-04-26;20715;1700
Sul;PR;2020-04-26;1156;72
Sul;SC;2020-04-26;1235;42
Sul;RS;2020-04-26;1166;35
Centro-Oeste;MS;2020-04-26;234;7
Centro-Oeste;MT;2020-04-26;250;9
Centro-Oeste;GO;2020-04-26;573;25
Centro-Oeste;DF;2020-04-26;1066;27
EUA;NY;2020-04-26;288076;16966
Norte;RO;2020-04-25;328;7
Norte;AC;2020-04-25;258;11
Norte;AM;2020-04-25;3635;287
Norte;RR;2020-04-25;345;3
Norte;PA;2020-04-25;1579;86
Norte;AP;2020-04-25;685;19
Norte;TO;2020-04-25;50;2
Nordeste;MA;2020-04-25;2105;100
Nordeste;PI;2020-04-25;297;17
Nordeste;CE;2020-04-25;5421;310
Nordeste;RN;2020-04-25;781;40
Nordeste;PB;2020-04-25;447;46
Nordeste;PE;2020-04-25;4507;381
Nordeste;AL;2020-04-25;501;29
Nordeste;SE;2020-04-25;153;9
Nordeste;BA;2020-04-25;2081;70
Sudeste;MG;2020-04-25;1481;58
Sudeste;ES;2020-04-25;1595;47
Sudeste;RJ;2020-04-25;6828;615
Sudeste;SP;2020-04-25;20004;1667
Sul;PR;2020-04-25;1140;69
Sul;SC;2020-04-25;1209;42
Sul;RS;2020-04-25;1096;34
Centro-Oeste;MS;2020-04-25;217;7
Centro-Oeste;MT;2020-04-25;247;9
Centro-Oeste;GO;2020-04-25;506;25
Centro-Oeste;DF;2020-04-25;1013;26
EUA;NY;2020-04-25;282174;16599
Norte;RO;2020-04-24;290;5
Norte;AC;2020-04-24;234;11
Norte;AM;2020-04-24;3194;255
Norte;RR;2020-04-24;304;3
Norte;PA;2020-04-24;1446;75
Norte;AP;2020-04-24;633;18
Norte;TO;2020-04-24;43;2
Nordeste;MA;2020-04-24;1951;88
Nordeste;PI;2020-04-24;256;16
Nordeste;CE;2020-04-24;4800;284
Nordeste;RN;2020-04-24;754;38
Nordeste;PB;2020-04-24;386;44
Nordeste;PE;2020-04-24;3999;352
Nordeste;AL;2020-04-24;413;27
Nordeste;SE;2020-04-24;144;8
Nordeste;BA;2020-04-24;1962;64
Sudeste;MG;2020-04-24;1419;54
Sudeste;ES;2020-04-24;1381;42
Sudeste;RJ;2020-04-24;6282;570
Sudeste;SP;2020-04-24;17826;1512
Sul;PR;2020-04-24;1119;64
Sul;SC;2020-04-24;1170;42
Sul;RS;2020-04-24;1061;31
Centro-Oeste;MS;2020-04-24;213;7
Centro-Oeste;MT;2020-04-24;240;8
Centro-Oeste;GO;2020-04-24;486;24
Centro-Oeste;DF;2020-04-24;989;26
EUA;NY;2020-04-24;271621;16162
Norte;RO;2020-04-23;250;5
Norte;AC;2020-04-23;227;10
Norte;AM;2020-04-23;2888;234
Norte;RR;2020-04-23;297;3
Norte;PA;2020-04-23;1267;53
Norte;AP;2020-04-23;548;16
Norte;TO;2020-04-23;37;2
Nordeste;MA;2020-04-23;1757;76
Nordeste;PI;2020-04-23;217;15
Nordeste;CE;2020-04-23;4598;266
Nordeste;RN;2020-04-23;708;34
Nordeste;PB;2020-04-23;345;40
Nordeste;PE;2020-04-23;3519;312
Nordeste;AL;2020-04-23;324;22
Nordeste;SE;2020-04-23;124;8
Nordeste;BA;2020-04-23;1789;59
Sudeste;MG;2020-04-23;1308;51
Sudeste;ES;2020-04-23;1363;42
Sudeste;RJ;2020-04-23;6172;530
Sudeste;SP;2020-04-23;16740;1345
Sul;PR;2020-04-23;1082;60
Sul;SC;2020-04-23;1115;39
Sul;RS;2020-04-23;994;29
Centro-Oeste;MS;2020-04-23;186;7
Centro-Oeste;MT;2020-04-23;221;7
Centro-Oeste;GO;2020-04-23;453;23
Centro-Oeste;DF;2020-04-23;963;25
EUA;NY;2020-04-23;263460;15740
Norte;RO;2020-04-22;223;5
Norte;AC;2020-04-22;214;8
Norte;AM;2020-04-22;2479;207
Norte;RR;2020-04-22;280;3
Norte;PA;2020-04-22;1195;43
Norte;AP;2020-04-22;479;14
Norte;TO;2020-04-22;37;1
Nordeste;MA;2020-04-22;1604;66
Nordeste;PI;2020-04-22;206;15
Nordeste;CE;2020-04-22;3910;233
Nordeste;RN;2020-04-22;646;29
Nordeste;PB;2020-04-22;301;39
Nordeste;PE;2020-04-22;3298;282
Nordeste;AL;2020-04-22;243;20
Nordeste;SE;2020-04-22;117;7
Nordeste;BA;2020-04-22;1644;50
Sudeste;MG;2020-04-22;1283;47
Sudeste;ES;2020-04-22;1313;34
Sudeste;RJ;2020-04-22;5552;490
Sudeste;SP;2020-04-22;15914;1134
Sul;PR;2020-04-22;1063;57
Sul;SC;2020-04-22;1091;37
Sul;RS;2020-04-22;923;27
Centro-Oeste;MS;2020-04-22;175;6
Centro-Oeste;MT;2020-04-22;183;6
Centro-Oeste;GO;2020-04-22;438;21
Centro-Oeste;DF;2020-04-22;946;25
EUA;NY;2020-04-22;257246;15302
Norte;RO;2020-04-21;199;4
Norte;AC;2020-04-21;195;8
Norte;AM;2020-04-21;2270;193
Norte;RR;2020-04-21;247;3
Norte;PA;2020-04-21;1026;38
Norte;AP;2020-04-21;457;13
Norte;TO;2020-04-21;37;1
Nordeste;MA;2020-04-21;1396;60
Nordeste;PI;2020-04-21;186;14
Nordeste;CE;2020-04-21;3716;215
Nordeste;RN;2020-04-21;608;28
Nordeste;PB;2020-04-21;263;33
Nordeste;PE;2020-04-21;2908;260
Nordeste;AL;2020-04-21;210;19
Nordeste;SE;2020-04-21;92;5
Nordeste;BA;2020-04-21;1489;47
Sudeste;MG;2020-04-21;1230;44
Sudeste;ES;2020-04-21;1212;34
Sudeste;RJ;2020-04-21;5306;461
Sudeste;SP;2020-04-21;15385;1093
Sul;PR;2020-04-21;1024;51
Sul;SC;2020-04-21;1063;35
Sul;RS;2020-04-21;904;27
Centro-Oeste;MS;2020-04-21;173;6
Centro-Oeste;MT;2020-04-21;181;6
Centro-Oeste;GO;2020-04-21;421;19
Centro-Oeste;DF;2020-04-21;881;24
EUA;NY;2020-04-21;251720;14828
Norte;RO;2020-04-20;160;4
Norte;AC;2020-04-20;176;8
Norte;AM;2020-04-20;2160;185
Norte;RR;2020-04-20;244;3
Norte;PA;2020-04-20;902;35
Norte;AP;2020-04-20;433;13
Norte;TO;2020-04-20;34;1
Nordeste;MA;2020-04-20;1320;54
Nordeste;PI;2020-04-20;158;12
Nordeste;CE;2020-04-20;3482;198
Nordeste;RN;2020-04-20;595;27
Nordeste;PB;2020-04-20;245;32
Nordeste;PE;2020-04-20;2690;234
Nordeste;AL;2020-04-20;171;18
Nordeste;SE;2020-04-20;86;5
Nordeste;BA;2020-04-20;1341;46
Sudeste;MG;2020-04-20;1189;41
Sudeste;ES;2020-04-20;1168;33
Sudeste;RJ;2020-04-20;4899;422
Sudeste;SP;2020-04-20;14580;1037
Sul;PR;2020-04-20;1007;51
Sul;SC;2020-04-20;1025;35
Sul;RS;2020-04-20;889;27
Centro-Oeste;MS;2020-04-20;171;5
Centro-Oeste;MT;2020-04-20;181;6
Centro-Oeste;GO;2020-04-20;403;19
Centro-Oeste;DF;2020-04-20;872;24
EUA;NY;2020-04-20;247543;14347
Norte;RO;2020-04-19;128;4
Norte;AC;2020-04-19;163;6
Norte;AM;2020-04-19;2044;182
Norte;RR;2020-04-19;222;3
Norte;PA;2020-04-19;685;34
Norte;AP;2020-04-19;416;11
Norte;TO;2020-04-19;33;1
Nordeste;MA;2020-04-19;1205;48
Nordeste;PI;2020-04-19;145;10
Nordeste;CE;2020-04-19;3252;186
Nordeste;RN;2020-04-19;531;25
Nordeste;PB;2020-04-19;236;29
Nordeste;PE;2020-04-19;2459;216
Nordeste;AL;2020-04-19;159;15
Nordeste;SE;2020-04-19;83;5
Nordeste;BA;2020-04-19;1230;45
Sudeste;MG;2020-04-19;1154;39
Sudeste;ES;2020-04-19;1099;30
Sudeste;RJ;2020-04-19;4765;402
Sudeste;SP;2020-04-19;14267;1015
Sul;PR;2020-04-19;987;48
Sul;SC;2020-04-19;975;32
Sul;RS;2020-04-19;854;24
Centro-Oeste;MS;2020-04-19;168;5
Centro-Oeste;MT;2020-04-19;174;5
Centro-Oeste;GO;2020-04-19;393;18
Centro-Oeste;DF;2020-04-19;827;24
EUA;NY;2020-04-19;242817;13869
Norte;RO;2020-04-18;110;3
Norte;AC;2020-04-18;142;5
Norte;AM;2020-04-18;1897;161
Norte;RR;2020-04-18;201;3
Norte;PA;2020-04-18;640;33
Norte;AP;2020-04-18;393;10
Norte;TO;2020-04-18;33;1
Nordeste;MA;2020-04-18;1040;44
Nordeste;PI;2020-04-18;123;9
Nordeste;CE;2020-04-18;3034;176
Nordeste;RN;2020-04-18;516;24
Nordeste;PB;2020-04-18;205;26
Nordeste;PE;2020-04-18;2193;205
Nordeste;AL;2020-04-18;132;7
Nordeste;SE;2020-04-18;71;5
Nordeste;BA;2020-04-18;1193;37
Sudeste;MG;2020-04-18;1077;39
Sudeste;ES;2020-04-18;952;28
Sudeste;RJ;2020-04-18;4543;387
Sudeste;SP;2020-04-18;13894;991
Sul;PR;2020-04-18;945;46
Sul;SC;2020-04-18;962;31
Sul;RS;2020-04-18;831;24
Centro-Oeste;MS;2020-04-18;161;5
Centro-Oeste;MT;2020-04-18;171;5
Centro-Oeste;GO;2020-04-18;378;18
Centro-Oeste;DF;2020-04-18;762;24
EUA;NY;2020-04-18;236763;13362
Norte;RO;2020-04-17;92;3
Norte;AC;2020-04-17;135;5
Norte;AM;2020-04-17;1809;145
Norte;RR;2020-04-17;164;3
Norte;PA;2020-04-17;557;26
Norte;AP;2020-04-17;370;10
Norte;TO;2020-04-17;31;1
Nordeste;MA;2020-04-17;797;40
Nordeste;PI;2020-04-17;102;8
Nordeste;CE;2020-04-17;2684;149
Nordeste;RN;2020-04-17;463;23
Nordeste;PB;2020-04-17;195;26
Nordeste;PE;2020-04-17;2006;186
Nordeste;AL;2020-04-17;110;7
Nordeste;SE;2020-04-17;53;4
Nordeste;BA;2020-04-17;1059;36
Sudeste;MG;2020-04-17;1021;35
Sudeste;ES;2020-04-17;856;25
Sudeste;RJ;2020-04-17;4349;341
Sudeste;SP;2020-04-17;12841;928
Sul;PR;2020-04-17;874;42
Sul;SC;2020-04-17;926;30
Sul;RS;2020-04-17;802;22
Centro-Oeste;MS;2020-04-17;143;5
Centro-Oeste;MT;2020-04-17;162;5
Centro-Oeste;GO;2020-04-17;335;16
Centro-Oeste;DF;2020-04-17;746;20
EUA;NY;2020-04-17;229642;12822
Norte;RO;2020-04-16;76;3
Norte;AC;2020-04-16;110;5
Norte;AM;2020-04-16;1719;124
Norte;RR;2020-04-16;142;3
Norte;PA;2020-04-16;438;24
Norte;AP;2020-04-16;362;9
Norte;TO;2020-04-16;29;1
Nordeste;MA;2020-04-16;695;37
Nordeste;PI;2020-04-16;91;8
Nordeste;CE;2020-04-16;2386;124
Nordeste;RN;2020-04-16;400;20
Nordeste;PB;2020-04-16;165;24
Nordeste;PE;2020-04-16;1683;160
Nordeste;AL;2020-04-16;89;5
Nordeste;SE;2020-04-16;48;4
Nordeste;BA;2020-04-16;951;30
Sudeste;MG;2020-04-16;958;33
Sudeste;ES;2020-04-16;754;22
Sudeste;RJ;2020-04-16;3944;300
Sudeste;SP;2020-04-16;11568;853
Sul;PR;2020-04-16;832;41
Sul;SC;2020-04-16;884;29
Sul;RS;2020-04-16;780;19
Centro-Oeste;MS;2020-04-16;131;5
Centro-Oeste;MT;2020-04-16;156;5
Centro-Oeste;GO;2020-04-16;318;16
Centro-Oeste;DF;2020-04-16;716;20
EUA;NY;2020-04-16;222284;12192
Norte;RO;2020-04-15;69;2
Norte;AC;2020-04-15;101;3
Norte;AM;2020-04-15;1554;106
Norte;RR;2020-04-15;114;3
Norte;PA;2020-04-15;384;21
Norte;AP;2020-04-15;334;7
Norte;TO;2020-04-15;26;1
Nordeste;MA;2020-04-15;630;34
Nordeste;PI;2020-04-15;75;8
Nordeste;CE;2020-04-15;2157;116
Nordeste;RN;2020-04-15;399;19
Nordeste;PB;2020-04-15;151;21
Nordeste;PE;2020-04-15;1484;143
Nordeste;AL;2020-04-15;82;5
Nordeste;SE;2020-04-15;46;4
Nordeste;BA;2020-04-15;807;27
Sudeste;MG;2020-04-15;903;30
Sudeste;ES;2020-04-15;557;18
Sudeste;RJ;2020-04-15;3743;265
Sudeste;SP;2020-04-15;11043;778
Sul;PR;2020-04-15;803;38
Sul;SC;2020-04-15;853;28
Sul;RS;2020-04-15;747;19
Centro-Oeste;MS;2020-04-15;121;4
Centro-Oeste;MT;2020-04-15;151;4
Centro-Oeste;GO;2020-04-15;304;15
Centro-Oeste;DF;2020-04-15;682;17
EUA;NY;2020-04-15;213779;11586
Norte;RO;2020-04-14;64;2
Norte;AC;2020-04-14;99;3
Norte;AM;2020-04-14;1484;90
Norte;RR;2020-04-14;113;3
Norte;PA;2020-04-14;323;19
Norte;AP;2020-04-14;307;6
Norte;TO;2020-04-14;26;0
Nordeste;MA;2020-04-14;478;32
Nordeste;PI;2020-04-14;58;8
Nordeste;CE;2020-04-14;2005;107
Nordeste;RN;2020-04-14;376;18
Nordeste;PB;2020-04-14;136;16
Nordeste;PE;2020-04-14;1284;115
Nordeste;AL;2020-04-14;72;4
Nordeste;SE;2020-04-14;45;4
Nordeste;BA;2020-04-14;759;22
Sudeste;MG;2020-04-14;884;27
Sudeste;ES;2020-04-14;463;17
Sudeste;RJ;2020-04-14;3410;224
Sudeste;SP;2020-04-14;9371;695
Sul;PR;2020-04-14;791;36
Sul;SC;2020-04-14;826;26
Sul;RS;2020-04-14;700;18
Centro-Oeste;MS;2020-04-14;115;4
Centro-Oeste;MT;2020-04-14;138;4
Centro-Oeste;GO;2020-04-14;284;15
Centro-Oeste;DF;2020-04-14;651;17
EUA;NY;2020-04-14;202208;10834
Norte;RO;2020-04-13;42;2
Norte;AC;2020-04-13;90;3
Norte;AM;2020-04-13;1275;71
Norte;RR;2020-04-13;83;3
Norte;PA;2020-04-13;270;15
Norte;AP;2020-04-13;242;5
Norte;TO;2020-04-13;26;0
Nordeste;MA;2020-04-13;445;27
Nordeste;PI;2020-04-13;50;8
Nordeste;CE;2020-04-13;1800;91
Nordeste;RN;2020-04-13;339;17
Nordeste;PB;2020-04-13;111;13
Nordeste;PE;2020-04-13;1154;102
Nordeste;AL;2020-04-13;50;3
Nordeste;SE;2020-04-13;44;4
Nordeste;BA;2020-04-13;723;22
Sudeste;MG;2020-04-13;815;23
Sudeste;ES;2020-04-13;430;14
Sudeste;RJ;2020-04-13;3231;188
Sudeste;SP;2020-04-13;8895;608
Sul;PR;2020-04-13;756;31
Sul;SC;2020-04-13;777;24
Sul;RS;2020-04-13;664;16
Centro-Oeste;MS;2020-04-13;113;4
Centro-Oeste;MT;2020-04-13;134;4
Centro-Oeste;GO;2020-04-13;233;15
Centro-Oeste;DF;2020-04-13;638;15
EUA;NY;2020-04-13;195031;10056
Norte;RO;2020-04-12;35;2
Norte;AC;2020-04-12;77;2
Norte;AM;2020-04-12;1206;62
Norte;RR;2020-04-12;79;3
Norte;PA;2020-04-12;246;13
Norte;AP;2020-04-12;230;5
Norte;TO;2020-04-12;25;0
Nordeste;MA;2020-04-12;398;24
Nordeste;PI;2020-04-12;44;7
Nordeste;CE;2020-04-12;1676;74
Nordeste;RN;2020-04-12;302;15
Nordeste;PB;2020-04-12;101;13
Nordeste;PE;2020-04-12;960;85
Nordeste;AL;2020-04-12;48;3
Nordeste;SE;2020-04-12;44;4
Nordeste;BA;2020-04-12;673;21
Sudeste;MG;2020-04-12;806;20
Sudeste;ES;2020-04-12;383;9
Sudeste;RJ;2020-04-12;2855;170
Sudeste;SP;2020-04-12;8755;588
Sul;PR;2020-04-12;738;30
Sul;SC;2020-04-12;768;24
Sul;RS;2020-04-12;653;16
Centro-Oeste;MS;2020-04-12;101;2
Centro-Oeste;MT;2020-04-12;123;3
Centro-Oeste;GO;2020-04-12;229;14
Centro-Oeste;DF;2020-04-12;614;14
EUA;NY;2020-04-12;188694;9385
Norte;RO;2020-04-11;33;2
Norte;AC;2020-04-11;72;2
Norte;AM;2020-04-11;1050;53
Norte;RR;2020-04-11;75;3
Norte;PA;2020-04-11;217;10
Norte;AP;2020-04-11;193;3
Norte;TO;2020-04-11;23;0
Nordeste;MA;2020-04-11;344;21
Nordeste;PI;2020-04-11;41;7
Nordeste;CE;2020-04-11;1582;67
Nordeste;RN;2020-04-11;289;13
Nordeste;PB;2020-04-11;85;11
Nordeste;PE;2020-04-11;816;72
Nordeste;AL;2020-04-11;48;3
Nordeste;SE;2020-04-11;42;4
Nordeste;BA;2020-04-11;635;21
Sudeste;MG;2020-04-11;750;17
Sudeste;ES;2020-04-11;349;9
Sudeste;RJ;2020-04-11;2607;155
Sudeste;SP;2020-04-11;8419;560
Sul;PR;2020-04-11;676;26
Sul;SC;2020-04-11;732;21
Sul;RS;2020-04-11;640;15
Centro-Oeste;MS;2020-04-11;100;2
Centro-Oeste;MT;2020-04-11;121;3
Centro-Oeste;GO;2020-04-11;209;10
